subject,predicate,object,source_url,sentence
Sagredo,represent,Simplicio,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"In the Dialogue’s witty conversation between Salviati (representing Galileo), Sagredo (the intelligent layman), and Simplicio (the dyed-in-the-wool Aristotelian), Galileo gathered together all the arguments (mostly based on his own telescopic discoveries) for the Copernican theory and against the traditional geocentric cosmology."
Sagredo,represent,Galileo,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"In the Dialogue’s witty conversation between Salviati (representing Galileo), Sagredo (the intelligent layman), and Simplicio (the dyed-in-the-wool Aristotelian), Galileo gathered together all the arguments (mostly based on his own telescopic discoveries) for the Copernican theory and against the traditional geocentric cosmology."
Simplicio,represent,Galileo,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"In the Dialogue’s witty conversation between Salviati (representing Galileo), Sagredo (the intelligent layman), and Simplicio (the dyed-in-the-wool Aristotelian), Galileo gathered together all the arguments (mostly based on his own telescopic discoveries) for the Copernican theory and against the traditional geocentric cosmology."
Aristotle,oppose,Galileo,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"As opposed to Aristotle’s, Galileo’s approach to cosmology is fundamentally spatial and geometric: Earth’s axis retains its orientation in space as Earth circles the Sun, and bodies not under a force retain their velocity (although this inertia is ultimately circular)."
Simplicio,give,Urban VIII,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"But in giving Simplicio the final word, that God could have made the universe any way he wanted to and still made it appear to us the way it does, he put Pope Urban VIII’s favourite argument in the mouth of the person who had been ridiculed throughout the dialogue."
Galileo,convene,Inquisition,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,The pope convened a special commission to examine the book and make recommendations; the commission found that Galileo had not really treated the Copernican theory hypothetically and recommended that a case be brought against him by the Inquisition.
Galileo,summon,Rome,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,Galileo was summoned to Rome in 1633.
Galileo,summon,1633,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,Galileo was summoned to Rome in 1633.
Rome,summon,1633,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,Galileo was summoned to Rome in 1633.
Inquisition,confront,1616,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"During his first appearance before the Inquisition, he was confronted with the 1616 edict recording that he was forbidden to discuss the Copernican theory."
Galileo,produce,Bellarmine,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"In his defense Galileo produced a letter from Cardinal Bellarmine, by then dead, stating that he was admonished only not to hold or defend the theory."
Galileo,note,Inquisition,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,It should be noted that Galileo was never in a dungeon or tortured; during the Inquisition process he stayed mostly at the house of the Tuscan ambassador to the Vatican and for a short time in a comfortable apartment in the Inquisition building.
Galileo,note,Vatican,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,It should be noted that Galileo was never in a dungeon or tortured; during the Inquisition process he stayed mostly at the house of the Tuscan ambassador to the Vatican and for a short time in a comfortable apartment in the Inquisition building.
Inquisition,note,Vatican,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,It should be noted that Galileo was never in a dungeon or tortured; during the Inquisition process he stayed mostly at the house of the Tuscan ambassador to the Vatican and for a short time in a comfortable apartment in the Inquisition building.
Vatican,note,Inquisition,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,It should be noted that Galileo was never in a dungeon or tortured; during the Inquisition process he stayed mostly at the house of the Tuscan ambassador to the Vatican and for a short time in a comfortable apartment in the Inquisition building.
Galileo,take,the centuries,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"(For a note on actions taken by Galileo’s defenders and by the church in the centuries since the trial, see BTW: Galileo’s condemnation.)"
the centuries,take,Galileo,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"(For a note on actions taken by Galileo’s defenders and by the church in the centuries since the trial, see BTW: Galileo’s condemnation.)"
six months,spend,Ascanio Piccolomini,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
six months,spend,c. 1590–1671),https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
six months,spend,Siena,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
six months,spend,Arcetri,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
six months,spend,Florence,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
Ascanio Piccolomini,spend,c. 1590–1671),https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
Ascanio Piccolomini,spend,Siena,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
Ascanio Piccolomini,spend,Arcetri,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
Ascanio Piccolomini,spend,Florence,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
c. 1590–1671),spend,Siena,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
c. 1590–1671),spend,Arcetri,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
c. 1590–1671),spend,Florence,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
Siena,spend,Arcetri,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
Siena,spend,Florence,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
Arcetri,spend,Florence,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"After the process he spent six months at the palace of Ascanio Piccolomini (c. 1590–1671), the archbishop of Siena and a friend and patron, and then moved into a villa near Arcetri, in the hills above Florence."
Italy,spirit,Leiden,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"The book was spirited out of Italy and published in Leiden, the Netherlands, in 1638 under the title Discorsi e dimostrazioni matematiche intorno a due nuove scienze attenenti alla meccanica (Dialogues Concerning Two New Sciences)."
Italy,spirit,Netherlands,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"The book was spirited out of Italy and published in Leiden, the Netherlands, in 1638 under the title Discorsi e dimostrazioni matematiche intorno a due nuove scienze attenenti alla meccanica (Dialogues Concerning Two New Sciences)."
Italy,spirit,1638,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"The book was spirited out of Italy and published in Leiden, the Netherlands, in 1638 under the title Discorsi e dimostrazioni matematiche intorno a due nuove scienze attenenti alla meccanica (Dialogues Concerning Two New Sciences)."
Leiden,spirit,Netherlands,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"The book was spirited out of Italy and published in Leiden, the Netherlands, in 1638 under the title Discorsi e dimostrazioni matematiche intorno a due nuove scienze attenenti alla meccanica (Dialogues Concerning Two New Sciences)."
Leiden,spirit,1638,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"The book was spirited out of Italy and published in Leiden, the Netherlands, in 1638 under the title Discorsi e dimostrazioni matematiche intorno a due nuove scienze attenenti alla meccanica (Dialogues Concerning Two New Sciences)."
Netherlands,spirit,1638,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"The book was spirited out of Italy and published in Leiden, the Netherlands, in 1638 under the title Discorsi e dimostrazioni matematiche intorno a due nuove scienze attenenti alla meccanica (Dialogues Concerning Two New Sciences)."
Galileo,become,Vincenzo Viviani,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"By then Galileo had become blind, and he spent his time working with a young student, Vincenzo Viviani, who was with him when he died on January 8, 1642."
Galileo,become,"January 8, 1642",https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"By then Galileo had become blind, and he spent his time working with a young student, Vincenzo Viviani, who was with him when he died on January 8, 1642."
Vincenzo Viviani,become,"January 8, 1642",https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"By then Galileo had become blind, and he spent his time working with a young student, Vincenzo Viviani, who was with him when he died on January 8, 1642."
